"X","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"10564",10564,382,1.39,5.79,-93.1,2,-0.11,0.03,-0.07,-13,5,19,-7,598,-299,85.3,29.7,95.6,31,0.74,-0.4,0.38,-261,136,-57,-326,337,533,-146.7714718,0,10.30816085,3,-0.13,-0.19,-0.11,0,-29,3,-587,221,-2,155,35.9,144,41,-0.16,-3.48,-0.44,-123,307,-221,-632,452,441,"C"
"3125",3125,343,1.51,7.95,-93.3,3,-0.03,0,-0.02,-22,3,20,11,608,-308,77.1,25.4,93.8,33,0.77,-0.61,0.62,-276,162,-66,-346,380,494,133.9318963,16.29414786,16.29414786,2,-0.21,-0.26,0,3,18,3,-533,329,-39,86.7,-44.8,140,39,0.34,-0.03,0.39,171,267,-205,-70,691,497,"A"
"465",465,58,124,25.7,-2.22,20,-0.48,-0.03,-0.44,-44,73,-177,3,577,-380,133,21.1,-6.4,44,0.98,-0.69,-0.2,418,-44,-95,724,16,-163,-14.36348141,26.55354257,126.7229148,9,0.48,-0.11,-0.21,22,-12,80,518,-531,-48,-149,78.6,-148,30,-0.24,1.73,0.28,-221,114,-160,-691,147,430,"A"
"5769",5769,77,121,26.1,-4.81,19,-0.43,-0.05,-0.41,-42,74,-164,0,593,-361,162,9.12,-1.97,38,-3.64,1.36,0.89,360,-37,-96,639,-57,-342,-71.87604918,-22.12856437,80.36695335,12,0.37,0.75,-0.67,-25,-75,82,273,-694,-133,-157,60.2,-117,23,-0.72,2.62,1.43,-127,-77,-174,-443,-303,362,"B"
"15066",15066,578,124,-42.2,166,17,0.14,0.11,-0.16,41,44,-159,156,604,-302,-10.1,-0.34,-49.3,15,0.08,-0.59,0.94,-116,-49,73,208,158,623,55.86763383,-29.04219711,-92.42061197,17,0.13,0.03,-0.07,-47,87,-131,-547,297,64,0,0,0,46,0.98,-1.48,-0.08,-306,329,-27,-706,413,552,"D"
"17738",17738,306,1.71,3.45,-87.9,3,-0.03,0,-0.05,-9,6,25,45,570,-427,131,-24.4,-62.6,42,-2.75,0.88,-0.1,74,18,-409,392,-209,-489,70.17131968,57.78391757,56.308947,16,-0.77,0.48,0.3,88,104,86,-137,403,372,-180,14.3,54.5,44,-0.14,2.01,0.82,158,372,158,40,533,-269,"E"
"17697",17697,304,1.46,2.92,-88.2,3,-0.06,0,-0.03,-13,3,28,40,572,-426,102,-30.6,-2.87,21,-3.58,0.96,-0.16,139,104,-114,732,-114,-36,70.71957872,49.70099067,63.36244251,19,-0.21,0.08,-0.15,91,124,113,-85,405,394,179,11.5,24.7,43,-0.21,0.92,0.77,251,293,165,280,196,-149,"E"
"4887",4887,684,119,16.9,-0.12,18,0.08,0.11,-0.18,-23,61,-163,20,605,-333,-22.2,-14.9,-25.9,8,-0.82,-0.06,0.59,47,-64,-15,639,87,276,-57.97744903,-20.43206217,94.68990739,5,-0.06,0.19,-0.07,-10,-27,40,-536,307,-172,12,31,-82.8,24,-0.69,2.06,0.8,-214,75,71,-532,712,701,"A"
"10834",10834,462,0.03,3.84,-88.2,5,0,0,0.02,-15,0,47,39,634,-289,0,0,0,15,-2.23,0.58,0.03,19,85,-119,611,85,354,56.80856128,-51.54140299,-75.29650041,29,0.34,0.16,-0.39,-142,155,-197,-516,329,77,130,5.99,95.2,40,-0.67,2.81,0.31,173,321,-130,-335,802,843,"C"
"6552",6552,350,1.4,6.06,-92.6,4,0.02,0,-0.02,-25,7,27,-3,606,-304,75,18.5,111,32,-0.48,0.26,-0.33,-275,138,-61,-386,358,492,129.22939,4.181515085,27.51790767,10,-0.37,1.72,0.23,4,92,26,-405,472,-50,103,-0.01,128,43,0.4,-3.42,-0.18,25,364,-217,-450,687,508,"B"
"8930",8930,792,0.99,6.17,-88,4,-0.03,0,-0.03,-14,-3,38,59,628,-312,0,0,0,25,-3.23,1.78,-0.77,-134,206,-39,400,290,445,55.43137605,-51.30521521,-76.74168534,32,1.09,-0.35,-2.3,-152,163,-215,-494,381,10,131,-32.6,87.1,31,0.03,0.03,0,195,163,-171,-27,684,800,"B"
"3806",3806,429,0.32,4.9,-89.1,5,0.11,0.02,0,-12,5,46,36,633,-300,0,0,0,17,3.12,-1.01,0.2,-58,143,-59,525,163,428,57.69296477,-41.97779267,-82.18079695,33,0.1,0.1,-0.07,-133,178,-239,-467,433,-79,102,-4.59,97.4,33,-1.25,4.74,-0.38,137,237,-167,-341,813,878,"A"
"14543",14543,486,0.66,5.36,-87.5,5,0.06,0.02,0,-23,6,42,51,630,-315,0,0,0,37,-1.94,0.51,-0.31,154,-1,-331,732,-128,-144,61.22069589,-46.1199618,-75.70864787,29,0.37,-0.13,-0.38,-127,164,-196,-476,367,96,-171,32.9,-136,32,-0.45,1.73,-0.08,-128,-183,-214,-364,-416,139,"D"
"3050",3050,341,1.69,7.95,-93.4,3,0.02,0,-0.03,-23,3,20,8,600,-307,67.8,1.97,51.4,25,2.42,-1.38,-0.3,-167,176,0,212,290,544,35.6395822,39.04633034,-102.823306,3,-0.11,0.1,-0.13,12,11,-27,-513,361,-59,74.5,-21.5,165,37,0.08,2.57,1,58,306,-195,-377,736,563,"A"
"16100",16100,5,159,-30.1,129,25,0.08,0.11,-0.03,54,53,-235,149,495,-504,-56.1,-33.4,-4.35,11,-3.48,0.43,0.95,24,-75,-77,763,-19,-73,101.1094001,-6.523188288,-55.49692649,19,0.64,-0.74,-0.34,-12,156,-97,-487,343,106,0,0,0,53,1.25,-2.22,-0.13,21,521,-21,-170,776,570,"E"
"17871",17871,401,1.96,3.56,-88,3,-0.08,0.02,-0.05,-8,4,24,40,572,-421,136,-30,-74,51,0.66,-0.34,0.56,92,-1,-494,327,-177,-508,66.62692316,53.20180969,64.42078263,18,-0.05,0.32,0.26,87,106,103,-97,405,375,173,12.8,-58.3,27,-1.57,3.84,0.85,150,33,221,538,-793,134,"E"
"8527",8527,710,118,15.5,-3.18,18,0.1,0.13,-0.2,-23,63,-160,22,601,-328,-48.9,32.8,-109,30,0.92,-0.61,0.71,-293,-37,-33,-396,335,530,121.2025657,35.87706703,0,3,0.11,-0.32,-0.16,12,32,0,-304,547,-51,-56.2,9.54,166,48,0.35,-1.41,-0.28,-427,-205,6,-479,-303,131,"B"
"1784",1784,224,1.43,4.68,-87.6,3,0.08,0,0.03,-9,6,28,60,565,-428,73.9,44.5,86.8,31,0.1,-0.02,0.02,-227,157,-130,-361,256,583,-60.90366098,-73.0743936,-49.69324908,1,0,-0.35,-0.28,-7,-6,-5,-428,242,305,141,-35.6,132,37,0.31,-0.67,0.15,-46,291,204,-534,1050,-453,"A"
"2633",2633,324,1.29,8.07,-93.9,3,-0.02,0,-0.02,-20,4,24,2,608,-285,-137,10.8,-167,34,0,-0.03,-0.02,-288,112,-123,-366,332,515,62.2575894,8.983303711,93.97495238,2,0,-0.03,0.02,2,13,18,-543,318,-29,15.3,-63.4,-139,36,0,-0.02,-0.03,193,201,-215,-1,660,472,"A"
"9836",9836,264,1.37,1.9,-88.2,2,0.05,0,-0.03,-6,3,23,27,567,-440,89,4.18,90.6,35,-3.6,1.38,-0.33,-222,254,27,-45,295,622,-92.18265234,-31.14358257,-54.79327138,7,0.39,-0.4,-0.07,-20,-52,-34,-497,119,281,177,20,-81,24,0.45,-3.84,-1.28,4,-118,207,139,-771,130,"C"
"7833",7833,620,126,-44.1,164,18,0.06,0.11,-0.16,49,46,-159,168,600,-312,32.5,33,-2.84,19,1.88,-1.2,0.74,-171,3,62,133,318,547,107.250982,-20.69483555,-44.61505518,20,0.96,-0.74,-0.59,-40,171,-84,-393,423,163,0,0,0,40,0.92,-2.5,-0.94,-317,223,-12,-636,27,513,"B"
"6903",6903,365,0.91,6.01,-91,3,0.03,0.02,-0.03,-14,5,20,24,595,-316,68,-11.4,74,28,-3.79,1.43,-0.94,-199,172,62,218,222,568,33.6066585,11.90001214,121.2696813,8,-0.03,-0.03,0,9,25,71,-476,346,111,-147,26.5,-65,39,-0.05,-1.22,-0.64,47,-278,-263,171,-705,-190,"B"
"14787",14787,496,0.58,5.4,-88.9,5,0.05,-0.02,-0.03,-12,0,45,36,635,-284,0,0,0,20,2.5,-0.93,-0.07,112,76,-144,753,-35,48,58.21429722,-50.58196781,-74.8303271,30,0.39,0.11,-0.34,-141,160,-198,-499,339,89,147,29.6,125,34,0.02,0.05,0,-123,244,-184,-596,616,670,"D"
"8171",8171,694,116,17.5,-5.58,18,0.1,0.11,-0.18,-21,64,-158,13,601,-302,-28.2,23.9,-70.2,23,-1.85,0.48,1.15,-222,-20,51,66,270,604,95.27519863,54.35994331,26.42881301,20,-0.1,0.9,0.08,99,156,50,-71,628,-95,-46.4,25.4,-176,44,0.35,-2.87,0.11,-411,-126,-6,-614,-34,286,"B"
"3813",3813,429,0.78,5.23,-89,5,-0.03,0,0.03,-15,4,42,40,631,-306,0,0,0,36,2.2,-1.48,0.84,-281,211,-61,-169,428,502,62.29680539,-53.21025175,-68.69512118,32,-0.1,0,0.16,-160,184,-200,-479,406,-64,118,-37.6,73,37,0.37,0.05,1,216,260,-139,99,587,673,"A"
"4639",4639,673,119,17.2,-1.63,18,0.1,0.11,-0.2,-24,63,-160,23,599,-334,-50.5,6.19,-113,30,1.75,-0.85,0.61,-290,-35,10,-312,285,600,-27.91353291,-15.36733251,125.014078,3,0.18,0.18,-0.23,-5,-9,31,-497,357,-156,-20.9,18.2,-137,35,-0.58,2.2,0.66,-326,-65,71,-699,367,597,"A"
"11973",11973,715,117,14.2,-1.84,18,0.11,0.1,-0.2,-16,63,-161,27,601,-322,-81.3,-29.3,46,36,1.38,-0.98,0.64,131,-164,-289,534,-152,-393,-84.30726689,-44.33299305,53.33083266,6,0.14,0.24,-0.1,-27,-47,32,-465,402,17,25.5,3.04,-70.1,11,-0.74,1.22,0.13,-58,93,16,-130,750,636,"C"
"16880",16880,146,146,6.42,18.8,25,0.11,0.16,-0.77,-14,65,-233,54,487,-488,-78.5,-33.4,26.7,30,-0.87,-0.13,0.61,161,-156,-193,678,-94,-206,125.9931686,27.18691566,14.70010832,4,-0.02,-0.08,0.05,11,39,6,-360,504,-31,-101,33.5,-141,50,0.37,-0.93,0.44,-444,-207,-8,-469,-325,154,"E"
"9338",9338,860,1.15,6.22,-92.8,3,0.11,0.02,0,-12,4,28,3,612,-305,64.9,-39.3,39.4,12,-2.39,1.09,-1.43,51,66,-85,711,-81,249,108.2532973,46.63208845,13.4213,19,0.03,1.01,-0.2,84,165,25,-178,599,-23,-139,84.3,-90.9,26,-0.03,-4.3,-1.03,-130,83,-200,-512,-189,400,"B"
"19538",19538,845,-2.69,6.67,-92.9,3,0.29,0.08,0.52,-19,-5,24,-8,616,-283,80.9,-22.6,56.9,16,-2.6,1.27,-0.69,-54,140,59,431,149,484,49.67613909,28.1717148,98.63479125,5,0.35,-1.09,0.36,14,24,42,-505,348,41,-166,39.8,-111,27,0.06,3.28,1.07,-83,-116,-228,-311,-461,148,"E"
"18178",18178,507,-6.21,-0.14,-85.7,5,-0.1,-0.05,-0.08,-10,-25,41,36,637,-292,0,0,0,35,0.18,-0.05,0,-260,159,-165,-327,405,465,82.2989919,-37.14824269,-61.2659122,28,-0.31,1.67,0.07,-101,204,-160,-423,425,96,146,3.11,111,35,-0.98,4.03,1.13,98,281,-171,-514,749,892,"E"
"1569",1569,215,121,-43.5,172,17,0.1,0.11,-0.21,48,43,-155,173,606,-297,33.3,-22.1,-18.9,10,2.78,-1.41,0.85,57,-63,-54,719,66,164,57.73740877,-32.08421907,-88.87514004,17,0.05,0.11,-0.07,-52,90,-128,-547,300,21,0,0,0,48,0.69,3.1,1.1,-294,370,47,-697,495,772,"A"
"227",227,48,129,27.9,2.39,21,-0.47,-0.02,-0.46,-45,70,-185,6,564,-395,-5.11,1.75,-24.2,3,-0.37,-0.13,-0.11,6,-10,28,-404,310,522,-36.73145458,8.459743742,119.295247,10,0.42,-0.18,-0.2,8,-34,88,480,-563,-15,80.1,-0.68,108,34,0.24,0.11,-0.05,167,229,-180,-160,765,701,"A"
"16105",16105,5,158,-28.4,129,25,0.11,0.08,-0.2,54,45,-238,140,496,-513,-82.5,-35.6,47,34,-2.04,0.21,1.07,70,-144,-292,542,-128,-447,64.64381394,-27.79683355,-84.74385358,15,0.16,-0.26,-0.03,-41,90,-112,-526,296,69,0,0,0,53,1.19,-3.28,-0.39,-22,521,-22,-571,720,661,"E"
"12873",12873,22,1.41,6.99,-93.1,3,0,0,0,-20,3,25,4,605,-309,73.7,-52.3,13,20,-2.71,0.71,0.36,94,44,-162,773,-147,68,67.36595972,5.201097082,89.43668337,2,0.18,0.31,-0.13,1,12,15,-509,342,-13,142,41.1,119,42,-0.05,-1.43,-0.44,-182,325,-179,-626,565,573,"D"
"13987",13987,292,-22.5,-2.3,-88.5,10,-0.1,-0.13,-0.49,-34,-9,88,-19,652,-232,101,-18.1,15.4,18,4.16,-1.75,0.38,21,164,-67,713,13,129,52.66002952,16.83261367,101.2450579,10,-0.4,0.56,0.03,16,48,81,-265,318,375,-178,18.3,-3.07,27,-0.61,-4.72,-0.85,121,188,145,370,-196,-176,"D"
"15086",15086,579,124,-41.4,165,18,0.14,0.11,-0.18,52,44,-158,161,607,-303,-56,-60.5,21.5,25,0.58,-0.51,0.72,150,-114,-161,756,-68,-103,76.58034158,-17.94922133,-77.31137105,19,0.24,0.11,-0.18,-34,132,-133,-459,402,60,0,0,0,46,0.74,2.49,0.97,-311,327,-1,-704,429,595,"D"
"16937",16937,149,154,6.26,54.9,25,0.21,0.08,-0.54,-10,61,-239,41,459,-529,-82.7,-31.9,28.8,32,1.14,-0.74,0.85,163,-148,-227,656,-80,-264,125.9931686,27.18691566,14.70010832,4,-0.02,-0.08,0.05,11,39,6,-360,504,-31,-109,25.4,-129,52,0.05,0.88,0,-423,-279,-23,-350,-451,71,"E"
"17690",17690,304,1.91,3.43,-88.1,3,-0.05,-0.02,-0.03,-7,2,25,37,564,-428,84.8,-19.9,39.6,20,-1.27,0.37,0.2,114,157,18,580,50,375,63.84131932,46.33433523,73.04077882,16,-0.87,0.96,0.34,69,92,103,-150,378,389,178,14.4,15.5,40,0.02,-1.73,-0.07,225,282,146,266,173,-194,"E"
"12718",12718,833,122,25.2,-3.07,19,-0.39,-0.03,-0.44,-43,70,-169,5,593,-369,17.6,-4.08,-12.3,34,0.42,-0.5,0.18,315,-18,101,584,138,377,-19.4895789,7.754340697,136.0670631,11,0.47,0,-0.2,8,-20,101,508,-533,-46,148,-5.17,92.6,34,0.11,0.26,-0.05,75,268,-182,-260,774,620,"C"
"3472",3472,415,1.45,4.7,-87.7,4,-0.1,-0.02,-0.02,-9,5,37,52,632,-315,0,0,0,37,-0.1,-0.06,0.21,-277,157,-182,-419,438,392,56.0309685,-49.63658583,-77.61620869,30,0.37,0.11,-0.38,-138,154,-203,-523,328,74,55.4,-38.1,160,34,0.13,-0.14,0.59,224,135,-203,130,562,625,"A"
"5573",5573,862,0.8,8.14,-93.4,4,0.02,0.02,0,-20,1,29,3,607,-302,53.9,-6.13,27.5,12,-3,1.01,-0.21,-51,92,-48,577,73,399,7.792874591,89.22706925,67.23153665,1,-0.02,-0.08,-0.07,10,1,8,-535,331,-52,50.2,19.2,149,28,0.47,-3.34,-0.31,-51,201,-181,-697,392,613,"A"
"14157",14157,388,1.27,6.95,-93.5,3,0.05,0.02,-0.05,-19,2,23,1,599,-306,73.6,17.9,105,32,1.01,-0.27,-0.11,-281,142,-44,-356,340,537,69.1722727,8.515151631,87.17214801,2,-0.1,-0.03,0.23,2,15,18,-523,328,-4,137,7.39,96.3,37,0.06,-0.06,0.02,117,267,-222,-212,704,410,"D"
"18846",18846,603,132,-38.2,140,17,0.1,0.18,0,50,47,-152,183,613,-284,-14.8,29.3,-96.4,29,1.14,-0.83,0.08,-285,-23,-11,-372,385,482,121.7389634,7.790173775,-34.39760248,24,1.33,-1.11,-0.56,18,217,-78,-195,552,146,0,0,0,36,1.3,0.82,0.71,78,336,-53,91,631,527,"E"
"16249",16249,27,-8.2,6.24,-93.4,4,-0.14,-0.02,-0.28,-11,-3,33,-13,626,-236,57.2,-17.4,58.6,17,2.02,-0.95,-0.13,-72,148,16,358,179,522,90.14524335,58.11197848,29.33747436,21,0.27,-1.64,-0.16,112,160,59,-50,605,81,133,9.38,102,37,0.11,-0.18,0.02,74,277,-217,-294,740,533,"E"
"474",474,58,123,26.6,-4.03,19,-0.34,-0.03,-0.39,-36,70,-170,-4,586,-372,147,2,61,25,1.57,-1.35,0.07,195,49,133,314,370,457,-28.77895528,25.50526321,118.1263504,10,0.51,-0.1,-0.49,24,-27,88,526,-519,-47,91.4,28.2,76,33,-0.53,1.51,-0.11,18,287,-153,-396,787,693,"A"
"168",168,46,129,28.9,1.07,21,-0.53,-0.02,-0.46,-42,70,-184,9,555,-393,-168,-9.79,150,25,-0.05,-0.03,-0.08,-217,-75,-87,-432,356,454,-101.6058237,-21.97222611,50.00949399,5,0.61,-0.08,-0.05,-10,-39,22,495,-557,-137,83.5,-1.6,108,35,0.08,-0.02,0,152,235,-198,-146,744,640,"A"
"7182",7182,448,0.84,4.46,-87.3,4,0.18,0.02,0.02,-14,-2,41,52,628,-318,0,0,0,21,-4.24,2.06,-1.44,-70,167,-106,705,103,172,94.79065425,-36.42828371,-48.01986214,34,0.26,1.19,-0.44,-118,269,-153,-372,475,71,167,30.9,-135,28,-1.62,3.92,0.97,-28,-142,-236,-380,-373,231,"B"
"12461",12461,763,120,13.8,3.04,18,0.1,0.11,-0.18,-20,60,-161,31,597,-318,-63.5,-27.4,16.7,25,-2.04,0.19,0.38,103,-138,-169,706,-117,-162,-109.1753452,-38.13251777,27.54254185,7,0.06,0.4,-0.2,-26,-62,19,-467,411,-11,-0.04,40.1,-99.9,31,-0.34,1.62,0.28,-288,97,42,-588,651,619,"C"
"11279",11279,542,126,-41.8,165,17,0.18,0.1,-0.11,43,44,-159,165,604,-314,30,-58.5,-14,21,4.7,-2.68,0.94,23,-89,-185,743,17,-117,45.48118595,-24.93705131,-104.2722023,21,0.16,0.13,0.13,-50,89,-175,-579,244,9,0,0,0,48,0.66,1.62,0.61,-117,454,14,-402,831,830,"C"
"13206",13206,117,121,25.5,-5.27,19,-0.4,-0.03,-0.44,-40,70,-172,-1,587,-352,13.4,-1.12,-20.2,42,-2.31,0.48,0.33,407,-56,-9,748,16,-58,-27.79048774,26.73543624,118.0069572,10,0.42,-0.27,-0.03,26,-27,91,493,-558,-86,152,49.6,150,37,0.35,-1.98,-0.15,-221,223,-186,-687,248,403,"D"
"7899",7899,637,127,-43.4,164,18,0.1,0.11,-0.2,51,42,-160,172,605,-314,-28.2,-71.1,18.6,38,1.65,-0.98,1.23,86,-138,-333,499,-76,-476,111.36067,20.21985034,-40.40020816,24,0.34,-0.4,-0.23,47,210,-92,-155,555,152,0,0,0,48,0.88,-2.52,-0.79,-254,393,-24,-703,449,681,"B"
"2873",2873,333,0.83,5.98,-93.4,4,-0.03,0.02,-0.03,-23,4,27,-8,601,-298,-146,0.6,-176,34,0,0,-0.03,-287,111,-118,-356,347,522,130.6832603,-15.71919667,21.02733329,4,0.05,0.19,0.03,-6,37,8,-532,315,-46,24.1,-57.7,-133,39,0.29,-0.43,0.15,150,287,-212,-99,694,462,"A"
"6952",6952,437,0.6,4.16,-88.2,5,0.16,0.02,0,-4,1,44,43,631,-308,0,0,0,20,2.22,-1.08,0.3,86,96,-154,717,55,174,58.98124255,-43.46377553,-79.87256359,32,1.03,0.14,-0.85,-134,177,-228,-427,459,-76,128,-28.3,72.7,31,-0.4,1.28,0.64,191,190,-147,-47,698,829,"B"
"8060",8060,690,115,18.9,-8.32,17,0.05,0.11,-0.16,-21,63,-158,8,610,-312,-22,-4.39,-53.2,9,1.85,-1.19,0.62,-81,-3,41,364,255,489,2.327680508,-21.10352852,135.8442535,4,-0.1,-0.03,0.07,-9,1,42,-511,352,-142,11.7,31.1,-109,22,0.51,-2.12,-1.26,-163,133,48,-499,746,728,"B"
"19594",19594,847,8,3.97,-91.1,2,0.1,0,-0.07,-16,15,-6,15,537,-443,67.1,16.8,93.9,29,0.03,-0.08,0.07,-247,122,-82,-243,346,541,118.7619729,-14.42958268,35.2355413,14,-0.93,2.63,0.25,-20,129,48,-407,453,38,-144,17.3,-62.4,33,0.08,2.33,0.49,50,-210,-245,224,-672,-132,"E"
"14083",14083,297,1.47,8.33,-87.6,3,0.02,0.03,0,-17,1,29,87,574,-410,94.9,7.38,97.6,34,3.76,-1.22,0.33,-257,199,-53,-216,336,589,31.96455638,11.24619489,123.0603349,5,-0.24,0.16,0.03,5,14,42,-475,131,310,-177,10.4,85.4,41,-0.13,-3.31,-0.36,-79,337,195,-468,1060,-485,"D"
"1451",1451,209,121,-43.9,173,17,0.13,0.11,-0.16,48,44,-156,166,608,-311,16.2,-7.51,-35.5,15,2.04,-1.27,0.69,93,-64,-89,743,37,110,56.38083193,-29.08389314,-91.91662678,16,0.11,0.05,-0.16,-44,82,-122,-552,276,54,0,0,0,48,0.74,2.18,1.74,-143,447,50,-539,779,818,"A"
"15952",15952,829,121,25.2,-5.07,19,-0.42,-0.02,-0.44,-38,70,-168,8,595,-367,126,-37.7,-32.1,46,0.51,-0.56,-0.18,425,-89,-119,717,-42,-157,0,29.92463156,127.1550011,10,0.42,-0.19,-0.08,29,0,94,531,-517,-44,162,56.8,168,32,-0.26,1.88,0.25,-215,134,-190,-699,207,525,"D"
"14590",14590,488,0.92,3.94,-87.5,4,0.02,0,-0.02,-13,0,38,49,630,-317,0,0,0,17,2.2,-1.14,0.13,27,164,-33,624,136,323,62.63474472,-48.03112501,-72.81600975,30,0.34,0.35,-0.34,-134,170,-193,-487,371,52,145,29.5,133,32,-0.53,2.17,0.31,-140,242,-139,-668,488,705,"D"
"8857",8857,789,-0.41,3.36,-87.9,5,0.13,-0.02,-0.1,-11,1,46,37,631,-309,0,0,0,19,4.14,-2.63,0.94,-33,173,-53,678,119,235,82.88701532,-44.69850298,-54.61119648,30,1.17,-0.92,-1,-129,220,-155,-360,469,106,161,20.2,176,27,1.48,-5.27,-1.03,79,208,-145,-682,354,773,"B"
"17794",17794,397,0.54,2.25,-87.6,3,-0.06,-0.03,0,-3,1,33,40,580,-416,69.4,-13.9,53.3,18,0.53,0.1,-0.2,37,163,51,398,110,517,45.5682799,22.18531909,105.6388482,11,0.31,-0.26,-0.13,23,46,91,-332,268,353,176,14.4,-60.3,24,0.4,-3.39,-0.57,105,-131,171,410,-814,117,"E"
"1127",1127,194,125,-41.4,162,17,0.13,0.11,-0.16,47,43,-151,161,611,-279,-92.6,45,-139,24,0.29,-0.39,0.71,-230,-46,5,-151,275,632,44.67849096,-31.73492869,-100.8688722,17,0.05,0.08,0.11,-52,72,-141,-571,239,48,0,0,0,42,0.72,1.08,0.41,-47,403,-61,-153,733,402,"A"
"6080",6080,244,0.39,3.52,-89.1,3,0.02,0,-0.02,-8,3,31,39,564,-421,87,13,114,32,0.11,0.06,-0.13,-232,158,-131,-358,313,537,28.11356622,52.59638098,95.98908365,8,1.4,-1.11,-0.62,38,21,62,-202,373,362,171,0.79,-118,33,-0.16,2.04,0.87,-203,-204,153,-511,-115,-183,"B"
"12979",12979,108,122,24.8,-4.54,20,-0.42,-0.02,-0.46,-42,71,-174,8,590,-372,57,12.4,87.1,13,-2.02,0.48,-0.03,38,22,117,-229,343,574,1.010272823,31.85388474,125.2085943,10,0.4,-0.05,-0.41,31,1,94,535,-505,-43,122,6.65,92.9,35,0.05,1.17,0.02,61,290,-164,-317,786,706,"D"
"18532",18532,589,158,-29.1,125,25,0.19,0.11,-0.36,67,51,-229,145,513,-483,-18.4,-4.5,-54.4,14,0.48,-0.58,0.74,-100,-64,72,249,160,606,72.48539812,-23.2222883,-79.28297536,19,0,-0.03,0.1,-42,121,-130,-505,343,56,0,0,0,49,1.09,1.12,0.95,-162,452,-7,-490,770,605,"E"
"6226",6226,249,2.03,2.82,-88.5,2,0.02,0,-0.07,-7,3,22,38,564,-435,88.3,-22,30,19,3.03,-1.43,0.62,34,175,-35,640,60,307,-96.64908199,-40.26476992,-42.40426942,5,-0.21,-0.43,0.48,-20,-42,-21,-483,173,283,-174,14.8,99.8,37,0.24,-1.22,-0.15,-49,295,197,-676,1180,-563,"B"
"16239",16239,26,2.75,5.29,-93.1,2,-0.02,0.05,-0.54,-17,3,10,-15,569,-370,109,-70.2,-25.7,24,2.15,-0.75,0.69,124,-15,-203,759,-278,-52,88.63426814,64.79408905,18.94721977,24,-0.39,1.64,-0.2,141,181,44,61,612,57,133,7.69,95.2,37,-0.03,0.06,-0.07,89,271,-221,-273,735,530,"E"
"9715",9715,104,122,24.9,-4.86,19,-0.42,-0.02,-0.43,-38,70,-170,12,585,-356,106,-23.5,28.3,35,1.09,-0.9,0.1,337,-18,50,654,164,269,7.159197213,14.35542114,141.0158553,7,0.71,0.05,-0.46,10,5,69,542,-504,-77,131,0.86,98.5,39,0.34,-1.32,-0.08,79,323,-179,-287,778,621,"C"
"3122",3122,343,1.56,8.13,-93.2,3,0.02,0,-0.02,-20,2,24,5,604,-313,64.8,12.9,81.5,28,1.67,-0.67,0.15,-243,119,-39,-129,307,605,111.8599972,25.99135707,-36.11720526,3,-0.05,-0.13,0.08,8,28,-11,-519,357,-47,85.5,-39.2,139,36,-0.45,1.11,-0.21,146,253,-201,-133,711,543,"A"
"13720",13720,282,2.94,-1.52,-80.9,2,0.02,-0.19,-0.84,14,2,-17,97,488,-524,74.7,12.3,125,30,-0.66,-0.02,0.03,-237,151,-97,-435,271,509,5.653088706,-43.75878888,-112.9064176,4,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,-173,1.6,116,36,0.1,-0.37,0.18,-116,267,199,-734,1170,-551,"D"
"7882",7882,636,126,-43.4,164,18,0.08,0.11,-0.18,51,41,-161,165,607,-309,-12.3,-58.4,-9.78,26,-2.18,0.05,1.03,102,-106,-214,693,-76,-282,113.6217043,1.402696394,-43.43216387,22,-0.26,0.72,-0.07,3,194,-90,-280,511,141,0,0,0,43,0.77,1.56,0.82,-13,423,2,-206,803,718,"B"
"7322",7322,516,125,-43.7,168,18,0.03,0.11,-0.21,52,41,-162,161,604,-302,55.8,40,24.8,19,1.41,-0.98,0.89,-181,-6,28,44,327,565,90.18134837,-24.20505906,-60.89382872,19,-0.45,1.25,0.31,-44,144,-105,-485,366,70,0,0,0,38,0.66,2.31,1.23,-313,202,23,-688,239,662,"B"
"4056",4056,642,121,-43.8,173,17,0.13,0.11,-0.15,46,46,-155,172,619,-298,38.6,52.2,-5.93,21,1.49,-1.03,0.64,-197,-22,42,-5,304,593,59.83100164,-29.21627165,-88.58680748,16,0.18,0.02,-0.21,-45,88,-121,-553,287,34,0,0,0,48,0.98,1.48,1.1,-43,472,-22,-277,812,680,"A"
